hotelName,hotelAddress,Street,City,hotelDescription,pricePerNight,scoreGeneral,scoreValueForMoney,scoreLocation,scoreClean,distanceTlv
Deluxe One Bedroom Apartment by Stay Eilat - Lilit Street,"4023 Lilit Street Apartment 9, Eilat",4023 Lilit Street Apartment 9,Eilat,"Deluxe One Bedroom Apartment by Stay Eilat - Lilit Street is set in Eilat, 1.2 km from The Pearl Beach, 1.3 km from Papaya Beach, as well as 17 km from Royal Yacht Club. The property is around 24 km from Aqaba Port, 32 km from Tala Bay Aqaba and …Read more",678.0,8.9,9.2,8.2,9.4,281.8
דירות נופש רויאל פאר מביאים את הבית לחופשה,"קאמפן, Eilat",קאמפן,Eilat,"Close to both Hananya Beach and Moriah Beach, דירות נופש רויאל פאר מביאים את הבית לחופשה is located in Eilat and has a hot tub and garden. With pool views, this accommodation features a balcony and a swimming pool. The apartment provides rooms …Read more",1600.0,8.7,8.8,9.3,9.2,281.8
Alisa's place,"Hapalmach st. 54/3, Arad",Hapalmach st. 54/3,Arad,"Featuring air-conditioned accommodation with a balcony, Alisas place is located in Arad. Boasting a shared kitchen, this property also provides guests with a restaurant. There is a picnic area and guests can make use of free WiFi, free private …Read more",450.0,8.5,8.8,8.9,8.8,100.0
Private room in the center EILAT,"אילות 6 בית 701 קומה 2 דירה 5, Eilat",אילות 6 בית 701 קומה 2 דירה 5,Eilat,"Located in Eilat, 1.6 km from The Pearl Beach and 1.7 km from Miki Beach, Private room in the center EILAT offers air conditioning. The property is set 16 km from Royal Yacht Club, 23 km from Aqaba Port and 31 km from Tala Bay Aqaba. Free WiFi …Read more",638.0,8.7,8.8,9.3,9.2,281.8
One Bedroom Apartment by Stay Eilat - Sheshet Hayamim Street,"7014 Sderot Sheshet HaYamim, Eilat",7014 Sderot Sheshet HaYamim,Eilat,"Situated 2.3 km from Kisuski Beach in Eilat, One Bedroom Apartment by Stay Eilat - Sheshet Hayamim Street features accommodation with air conditioning and free WiFi.Each unit comes with a fully equipped kitchen with a dining table, a flat-screen …Read more",593.0,8.1,8.2,7.3,8.3,281.8
Lulu's place,"Shaham Street, Eilat",Shaham Street,Eilat,"Situated in Eilat, within 1.9 km of Kisuski Beach and 2 km of The Pearl Beach, Lulus place offers accommodation with free WiFi, air conditioning and a garden. This apartment features accommodation with a patio.The apartment has 1 bedroom, a …Read more",405.0,8.7,8.8,9.3,9.2,281.8
Mi Amor,"Unnamed Road 24, Nevatim",Unnamed Road 24,Nevatim,"Located in Nevatim in the South District Israel region and Ben Gurion University reachable within 14 km, Mi Amor provides accommodation with free WiFi, a childrens playground, a garden and free private parking.The country house provides guests …Read more",365.0,7.1,8.8,9.3,9.2,95.7
סוויטה בוטיק,"27 שדרות חטיבת הנגב, Eilat",27 שדרות חטיבת הנגב,Eilat,"Set in Eilat, less than 1 km from Kisuski Beach and a 12-minute walk from The Pearl Beach, סוויטה בוטיק offers a garden and air conditioning. This property offers access to a balcony and free private parking. The property is non-smoking and is …Read more",907.0,6.0,8.8,9.3,9.2,281.8
דירת נופש במרכז תיירות אילת,"1 Derekh Yotam, Eilat",1 Derekh Yotam,Eilat,"Set 300 m from Kisuski Beach, 400 m from Miki Beach and 16 km from Royal Yacht Club, דירת נופש במרכז תיירות אילת offers accommodation located in Eilat. The accommodation is 300 m from the The Pearl Beach and has free WiFi throughout the property.This …Read more",865.0,8.7,8.8,9.3,9.2,281.8
Zimmer you dreamed of,"shoam 2, Arad",shoam 2,Arad,"Located in Arad, this accommodation is set 15 km from Ein Bokek. The property is 42 km from Beer Sheva and features views of the garden. Free WiFi is provided throughout the property.Towels and bed linen are offered in this self-catering accommodation. …Read more",700.0,8.9,8.5,9.0,9.6,100.0
Aloni - Guest house Dead Sea,"Neve Zohar N.103, Neve Zohar",Neve Zohar N.103,Neve Zohar,Aloni - Guest house Dead Sea is 1 km from the Hamei Zohar Beach on the Dead Sea. It offers self-catering accommodation with a mountain-view balcony. Free WiFi is available.Accommodation at the Aloni - Guest house Dead Sea is air conditioned …Read more,594.0,8.7,8.2,8.9,9.0,117.1
דירת 4 חדרים יוקרתית קרובה לים,"5 שדרות דוד בן גוריון, Ashkelon",5 שדרות דוד בן גוריון,Ashkelon,"Situated in Ashkelon, less than 1 km from Delilah Beach and a 11-minute walk from Ashkelon National Park Beach, דירת 4 חדרים יוקרתית קרובה לים features spacious air-conditioned accommodation with a balcony and free WiFi. The Weizmann Institute …Read more",850.0,10.0,9.4,9.4,9.4,50.3
נוף ים אילת,"אשליל, Eilat",אשליל,Eilat,"נוף ים אילת features air-conditioned guest accommodation in Eilat, 1.7 km from The Pearl Beach, 1.8 km from Miki Beach and 17 km from Royal Yacht Club. The property has sea views and is 24 km from Aqaba Port and 32 km from Tala Bay Aqaba. Free …Read more",972.0,8.4,8.3,8.0,8.4,281.8
Oz house,"Anafa Street, Eilat",Anafa Street,Eilat,"Within 1.4 km of Kisuski Beach and 1.5 km of The Pearl Beach, Oz house offers free WiFi and a garden. This apartment is 24 km from Aqaba Port and 32 km from Tala Bay Aqaba.This air-conditioned apartment has 1 bedroom, a flat-screen TV, and a …Read more",450.0,8.5,10.0,7.5,8.8,281.8
Shoham apartment,"סמטת ים סוף דירה 3, קומה ראשונה, Eilat",סמטת ים סוף דירה 3,Eilat,"Situated in Eilat, 1.6 km from Kisuski Beach and 1.6 km from The Pearl Beach, Shoham apartment offers air conditioning. This beachfront property offers access to a balcony and free private parking. Outdoor dining is also possible at the apartment.The …Read more",810.0,10.0,10.0,10.0,10.0,281.8
באר אשקלון,"סיני, Ashkelon",סיני,Ashkelon,"באר אשקלון is set in Ashkelon. The property features garden views.This apartment comes with 1 bedroom, a living room and a fully equipped kitchen.Guests at the apartment can enjoy hiking and fishing nearby, or make the most of the garden.The …Read more",292.0,4.9,8.8,9.3,9.2,50.3
צימר LAVI,"51 דפנה, Ashkelon",51 דפנה,Ashkelon,"Set in Ashkelon, 39 km from Weizmann Institute of Science and 44 km from Superland, צימר LAVI offers air conditioning. This property offers a private pool and free private parking.With free WiFi, this 1-bedroom holiday home offers a flat-screen …Read more",900.0,8.7,8.8,9.3,9.2,50.3
צימר LAVI,"51 דפנה, Ashkelon",51 דפנה,Ashkelon,"Featuring a hot tub, צימר LAVI is set in Ashkelon. This property offers a private pool, free WiFi and free private parking.This air-conditioned holiday home is fitted with 1 bedroom, a flat-screen TV, and a kitchen with a minibar.Weizmann …Read more",900.0,8.7,8.8,9.3,9.2,50.3
Vegas apartment,"7 מלכת שבא קומה 9, Eilat",7 מלכת שבא קומה 9,Eilat,"Offering a bar and mountain view, Vegas apartment is set in Eilat, 17 km from Royal Yacht Club and 24 km from Aqaba Port. The property is around 31 km from Tala Bay Aqaba, 3.1 km from Eilat Botanical Garden and 8.8 km from Underwater Observatory …Read more",1485.0,8.7,8.8,9.3,9.2,281.8
וילה מדהימה על הים עם בריכה פרטית,"30 אקסודוס, Ashdod",30 אקסודוס,Ashdod,"וילה מדהימה על הים עם בריכה פרטית has a balcony and is situated in Ashdod, within just 200 m of Ashdod Beach and 700 m of Yud-Alef Beach. This property offers a private pool and free private parking.Offering direct access to a terrace with garden …Read more",3600.0,8.7,8.8,9.3,9.2,33.7
PRINCESS of the Dead Sea by CROWN,"נווה זוהר, Neve Zohar",נווה זוהר,Neve Zohar,"Set in Neve Zohar, just 600 m from Neve Zohars Private Beach, PRINCESS of the Dead Sea by CROWN offers beachfront accommodation with free WiFi. The air-conditioned accommodation is 700 m from Leonardo Club Private Beach. The property is non-smoking …Read more",1349.0,9.1,9.1,8.8,9.8,117.1
South Star Suites,"שדרות יעלים, Eilat",שדרות יעלים,Eilat,"Situated in Eilat, 2.1 km from Kisuski Beach, South Star Suites features recently renovated accommodation with free WiFi and a terrace. This aparthotel also has a rooftop pool. The rooms include a balcony.At the aparthotel, each unit is fitted …Read more",990.0,10.0,10.0,10.0,10.0,281.8
נופש באילת,"התנאים, Eilat",התנאים,Eilat,"נופש באילת, a property with a bar, is situated in Eilat, 2.6 km from The Pearl Beach, 2.7 km from Miki Beach, as well as 16 km from Royal Yacht Club. Located 2.6 km from Kisuski Beach, the property provides a garden and free private parking. Eilat …Read more",648.0,8.7,8.8,9.3,9.2,281.8
The Center of the Negev - Neer Soroka Hospital & BGU,"Dereh mezada 6 25, Beer Sheva",Dereh mezada 6 25,Beer Sheva,"Located in Beer Sheva, The Center of the Negev - Neer Soroka Hospital & BGU provides accommodation with a balcony and free WiFi. This apartment is less than 1 km from Ben Gurion University.The air-conditioned apartment is composed of 3 separate …Read more",548.0,9.0,10.0,7.5,10.0,
שלווה במדבר,"נווה זוהר, Neve Zohar",נווה זוהר,Neve Zohar,"Situated in Neve Zohar, 1.4 km from Leonardo Club Private Beach, 2 km from Neve Zohar Beach and 23 km from Masada, שלווה במדבר features accommodation with a balcony and free WiFi. Located 400 m from Neve Zohars Private Beach, the property provides …Read more",523.0,7.9,7.9,9.3,8.2,117.1
Sae Suites,"23 יפה נוף, Ashkelon",23 יפה נוף,Ashkelon,"Featuring air-conditioned accommodation with a balcony, Sae Suites is located in Ashkelon. This beachfront property offers access to a terrace and free private parking.This apartment is equipped with 1 bedroom, a kitchenette with a fridge and …Read more",1276.0,10.0,10.0,10.0,10.0,50.3
דייויד פלייס,"ארגמן, Eilat",ארגמן,Eilat,"Located in Eilat, 2.6 km from Kisuski Beach and 2.7 km from The Pearl Beach, דייויד פלייס provides accommodation with air conditioning and access to a garden with an outdoor swimming pool.Each unit comes with a fully equipped kitchen with a …Read more",1200.0,1.0,8.8,9.3,9.2,281.8
Sweet li junior,"א23 יפה נוף 105 קומה א, Ashkelon",א23 יפה נוף 105 קומה א,Ashkelon,"Featuring a terrace, Sweet li junior offers accommodation in Ashkelon, 500 m from Delilah Beach and less than 1 km from Ashkelon National Park Beach. Set 500 m from Bar Kochba Beach, the property offers a garden and free private parking.This …Read more",810.0,6.8,8.8,9.3,9.2,50.3
Sunrise Apartments,"Mishol Snapir 1136 Entrance A, Floor 3 , Apartment 5A, Eilat",Mishol Snapir 1136 Entrance A,Eilat,"Situated 1.9 km from Kisuski Beach and 1.9 km from The Pearl Beach in Eilat, Sunrise Apartments offers accommodation with a kitchen. The apartment is in an area where guests can engage in activities such as hiking, diving and fishing.This 1-bedroom …Read more",600.0,8.4,8.8,7.5,8.5,281.8
רון תיירות ונופש ב,"64 אילות 30, Eilat",64 אילות 30,Eilat,"Located in Eilat in the South District Israel region, with Kisuski Beach and The Pearl Beach nearby, רון תיירות ונופש ב offers accommodation with free private parking. The air-conditioned accommodation is 1.4 km from Papaya Beach. The property …Read more",891.0,8.7,8.8,9.3,9.2,281.8
Superior Apartments by Stay Eilat- Merkaz Ofir,"6 Shkhoret Street, Eilat",6 Shkhoret Street,Eilat,"Offering quiet street views, Superior Apartments by Stay Eilat- Merkaz Ofir is an accommodation set in Eilat, 1.6 km from Kisuski Beach and 1.6 km from The Pearl Beach. The property is situated 1.7 km from Miki Beach, 17 km from Royal Yacht Club …Read more",678.0,8.3,8.2,7.6,8.5,281.8
SU CASA villa,"55 משה וילנסקי, Beer Sheva",55 משה וילנסקי,Beer Sheva,"Boasting an outdoor swimming pool, a garden, and a shared lounge, SU CASA villa offers accommodation in Beer Sheva with free WiFi and city views. This villa features free private parking and a shared kitchen.This villa is fitted with 5 bedrooms, …Read more",1880.0,7.3,8.8,9.3,9.2,
KING of the dead sea by CROWN,"נווה זוהר 109/2, Neve Zohar",נווה זוהר 109/2,Neve Zohar,"KING of the dead sea by CROWN is a beachfront property situated in Neve Zohar, 200 m from Neve Zohars Private Beach and 1.2 km from Leonardo Club Private Beach. Featuring sea and mountain views, this apartment also comes with free WiFi. Guests …Read more",1453.0,9.1,8.3,8.3,9.5,117.1
One Bedroom Apartment with View by Stay Eilat,"7014 Sderot Sheshet HaYamim, Eilat",7014 Sderot Sheshet HaYamim,Eilat,"Offering sea views, One Bedroom Apartment with View by Stay Eilat is an accommodation located in Eilat, 2.3 km from Kisuski Beach and 2.3 km from The Pearl Beach. Both free WiFi and parking on-site are available at the apartment free of charge. …Read more",655.0,9.2,8.1,7.5,9.4,281.8
daniela,"Mishol Sahlav, Eilat",Mishol Sahlav,Eilat,"Located in Eilat and with Papaya Beach reachable within 1.3 km, daniela provides an outdoor swimming pool, non-smoking rooms, free WiFi throughout the property and a garden. The property is situated 1.4 km from Kisuski Beach, 2.2 km from Dekel …Read more",1180.0,9.9,10.0,9.2,10.0,281.8
מגדלי פאלאס מלכת שבא,"אילת מגדלי פאלאס, Eilat",אילת מגדלי פאלאס,Eilat,"מגדלי פאלאס מלכת שבא is located in Eilat, 2.6 km from The Pearl Beach, 2.7 km from Miki Beach, as well as 16 km from Royal Yacht Club. The accommodation is 2.6 km from Kisuski Beach, and guests benefit from complimentary WiFi and private parking …Read more",365.0,5.0,8.8,9.3,9.2,281.8
הדירה של הדר וטל,"24 יד ושם, Beer Sheva",24 יד ושם,Beer Sheva,הדירה של הדר וטל is situated in Beer Sheva. The accommodation is 2.5 km from the Ben Gurion University and has free WiFi throughout the property.The apartment has 1 bedroom with air conditioning and a fully equipped kitchen with a fridge. Towels …Read more,450.0,8.0,10.0,10.0,10.0,
פלמינגו,"שחמון, Eilat",שחמון,Eilat,"פלמינגו is set in Eilat, 2.2 km from Papaya Beach, 18 km from Royal Yacht Club, as well as 25 km from Aqaba Port. With free private parking, the property is 2.1 km from Dekel Beach and 2.2 km from Moshs Beach.This air-conditioned apartment …Read more",576.0,8.7,8.8,9.3,9.2,281.8
